having some coffee	1474
getting acoffee	1351
need coffee	2173
got coffee	1776
terrible coffee	1484
having # coffee	1724
no coffee	1111
making coffee	1598
want coffee	2335
having coffee	1837
coffe time	2302
have coffee	1411
getting coffee	1213
Coffee?	1633
want # coffee	2020
have coffee	1267
really want coffee	2444
getting coffee	1585
need coffee#	2072
coffee	1493
little coffee	1189
All of the love in my life is gone.	3142
coffee time	1886
making # coffee	1319
want coffee	1681
having coffee	1978
buying my# coffee	1153
coffee	2029
had coffee	1683
ive made some breakfast and coffee	847
need coffee	2621
have coffee	1162
getting coffee#	1153
@support people here are pretending to be my deceased son  can you please stop this? I am hurting.	404
sunday coffee	1197
late for coffee	1211
forgot coffee	1251
buying some coffee	988
had coffee	1869
having an coffee	3114
late coffee	1219
My dog is sick.	925
afternoon coffee	1381
coffee please	2811
coffee	5237
nice sunday coffee	1446
making coffee#	1532
having coffee	11480
just #got coffee	2514
getting coffee	1321
sipping some coffee	1992
coffee	1623
having some coffee	3153
no coffee	1449
having my coffee	1186
want coffee	2112
coffee dinner	1358
getting # coffee	1076
need coffee	1805
making some coffee	949
nice coffee	1257
late night cup of coffee#	1216
coffee time	1362
got coffee	1045
having coffee	1367
perfect time #for coffee	2652
need coffee #	1638
making coffee	1316
The warmer months means motorcycles are back on the road. Please do not take a single second of your life for granted. Rest gently  my baby.	1488
getting coffee	2875
# having my coffee	1925
up for coffee	1853
coffee time	2552
morning coffee	1398
out for coffee#	1302
strong coffee	1810
made coffee	1493
coffeeee	1984
got coffee	2859
where is the coffee	4331
#a little more coffee	1926
making coffee	1401
having some coffee	1592
no # coffee	1082
its coffee time	2604
having some coffee#	1359
great coffee	1429
out of coffee	1251
my coffee	1188
#i want coffee	2117
coffee time	1163
making coffee#	1047
made my coffee	1115
This holiday season  remember to cherish what is truly important. I miss you with every part of me  my Christmas Angel. Rest In Peace.	1006
having some # coffee#	1850
need my coffee	1781
making coffee	1150
#its time for coffee	2090
a nice hot coffee	1674
ready for #a coffee	4633
got coffee#	1278
trying coffee	997
making coffee	1164
pouring #a nice coffee	2245
grabbing coffee	963
buying #a coffee	1153
coffee#	1499
loving my coffee	2020
too much coffee	1478
got coffee	1078
never too late for coffee	2556
need coffee#	1389
enjoying my coffee	1147
tuesday coffee	1084
up for my coffee	1383
out for #a coffee	945
about to coffee	2657
getting #the coffee ready	1218
cofffee	1059
just having coffee	1100
coffee# time	925
another coffee	1042
coffee time#	874
late night cup of coffee	798
sometimes RT @thetyleroneil: @coffee_dad it's 10pm	239
getting the coffee ready	766
having a big cup #of coffee	1174
making coffee	962
got coffee	927
fresh cup of coffee	775
need more coffee	1284
having #a coffee	1352
coffee?	1391
little coffee	837
nice sunday coffee	1336
out for coffee	723
coffee#time	785
getting a coffee	935
coffee break	765
We miss you so much  you perfect angel. Happy Birthday  my sweet boy. Thinking of you every second of every day.	952
making coffee#	1004
I am severely depressed and I don't know what to do. Some days I can not even get out of bed. Some days I miss him so much I want to die.	2447
my coffee	1486
got coffee	2008
coffee break	1250
having coffee	1580
having coffee	1346
just got a coffee	1317
bad coffee	831
put some coffee on#	1005
looking at a coffee	1660
# stirring coffee	1001
why am I here?	2717
dark coffee	833
heating #up a coffee	794
finished my coffee	981
slowly sipping coffee	1537
stacking coffee #cups#	779
one large coffee	1065
making coffee	724
#fresh                                                                               coffee	1179
coffee	1214
buying coffee#	611
time for coffee	1079
ready for a coffee	1185
making coffee	589
drinking coffee	1080
broke a coffee cup	861
coffee for#here	492
sometimes RT @TassinroberT: @coffee_dad does anyone die soon?	140
here's my coffee	639
setting a coffee down	589
thinking about coffee	2363
small pot of coffee	650
coffee is warm	1054
out for coffee	499
coffee on the couch	750
one free coffee	491
coffee #and	624
heating up coffee	651
got coffee	840
just finished a coffee	882
more coffee	915
getting coffee	971
#a little sunday coffee#	1352
having a coffee	990
coffee to go	651
just # made coffee	1040
making coffee	696
Going through old photographs. They may be faded  but my love for you never will. We miss you sweet son. Always and forever.	1591
coffee	1498
coffee	961
coffee got cold	1081
organizing coffee cups	858
getting coffee ready#	567
coffee again	790
a little coffee	776
one more coffee	899
found my coffee	846
found my coffee	846
sometimes RT @GRMSLPR: @sophiepenrose @coffee_dad is immortal.	111
coffee break	623
it coffee #time	1017
having a coffee	813
late coffee	597
finished some coffee	564
a #pot of #coffee	783
pouring coffee	582
out for coffee	514
washing a coffee cup	834
watching coffee	939
# coffee	772
putting #on some coffee	627
some more coffee	547
here for coffee	766
sometimes RT @BudYourLife: @coffee_dad @danyule_ I would like some coffee please.	84
lost my coffee	1048
drinking coffee                                     #	956
sipping #a coffee	982
thinking of a coffee	1672
getting ready for coffee	718
#having coffee with	402
heating up coffee	472
coffee break	464
drank #coffee	756
ordering coffee	400
sometimes RT @coiny: @coffee_dad god help us	126
had to have #a coffee	772
no coffee#	557
buying coffee	442
another coffee	714
# setting down a coffee	478
just made coffee	577
need coffee	880
#ccoffee time	517
coffee is hot	1256
holding two coffees	1127
trying a coffee	455
a #pot of coffee	512
coffeesunday	653
sipping    coffee	449
had# coffee	538
found more coffee	581
looking #for coffee	528
coffee not keurig	873
about to make coffee	474
gra#bbed a coffee	1115
Coffee	667
got coffee#	450
a lot of coffee	762
sipping coffee	543
organizing coffee cups	654
###coffee	805
grabbed some coffee	451
#looking #at# coffee	775
need a coffee	811
pouring coffee out	338
sometimes RT @arianagates: @coffee_dad what's ur fave coffee	462
washing coffee cups	424
looking for coffee	656
have coffee	507
about #to have some coffee	669
time for coffee	678
quick cup of coffee	652
another coffee	668
holding coffee	634
getting coffee#	591
tall cup of coffee	453
coffee is here#	492
found some coffee	548
brewing coffee	445
slowly si#pping coffee	1002
ordering some coffee	413
#coffee	742
cleaning a coffee cup	465
have coffee#	438
new coffee	584
thinking# about coffee	1169
looking at coffee	1045
putting  coffee       on	724
having a coffee#	652
Please leave me alone today. This is a very difficult day for our family. Thinking of you always my son.	1242
got coffee	812
spilt my coffee	839
stirring coffee	629
evening #cup of coffee	536
another coffee	738
getting the coffee ready	803
# coffee sunday	569
coffee	886
#hot cup of coffee	801
perfect time#for coffee	1122
sometimes RT @tj_fitzpatrick: why is @coffee_dad slugging coffee at 8 at night?	145
coffee weekend	1059
thankful for coffee#	1024
coffee time	640
coffee#is hot	858
had my coffee	699
just acoffee	574
big #pot of coffee	780
too much coffee#	709
having a morning coffee	573
coffee#in bed	612
just#made coffee	690
out for coffee#	544
big cup #of coffee	973
need coffee	1203
nice saturday coffee#	753
more coffee	815
brewing fresh coffee	719
#its coffee# time	1494
have coffee	871
getting coffee#	571
I'm severely depressed.	3384
time #for coffee	1091
finished a coffee	909
brewing coffee	750
maybe #a coffee	933
need coffee#	930
#a nice sunday coffee	825
coffee# break	464
having coffees	886
got coffee	624
thinking of a big cup of coffe#e	1473
drinking my coffee	721
coffee #is ready	713
sunday coffee	492
morecoffee	506
going #for coffee	463
had my coffee	605
making coffee	589
good cup of coffee#	588
When the air starts to cool and the leaves begin to change  I feel a pain so deep in my heart that I can't stand it. I'll love you forever.	2091
thinking about a coffee	1483
just got coffee #	610
need coffee	789
hot coffee time	575
having a cup of coffee	611
my coffee	630
always coffee	1006
ready #for coffee	721
big cup of coffee	848
coffee#break	369
out for a coffee	386
getting a# coffee	527
just coffee	593
not enough coffee	1129
hot coffee	441
could use a coffee	1162
sunday coffee	820
good time for coffee#	891
got coffee	459
making my coffee	411
two coffees#	546
putting the coffee #on	623
more coffee	546
coffee too hot	707
having a coffee	535
little bit #of coffee	591
fresh hot coffee	615
grabbing #some coffee	561
nighttime coffee#	465
morning coffee#	492
great coffee	657
coffee #time	572
coffees#	587
beautiful day for a# coffee	1175
getting coffee	543
lots #of coffee	672
new coffee# cup	430
trying a coffee	582
having coffee	729
making some coffee	608
just made# some coffee	643
another coffee	642
coffee	907
drinking# some coffee#	886
big pot of coffee	787
another cup of coffee	562
enjoying some fresh hot coffee	697
having coffee	672
late night coffee	553
going out #for coffee	552
putting# on some coffee	583
having some coffee	565
hot #cup of coffee	409
cup of coffee	556
time for another coffee	777
quick# coffee	364
out for a coffee	434
just finished my coffee	583
making coffee	444
#enjoying# a cup of coffee	652
nice mug of coffee	495
having coffee	413
fresh pot of coffee	438
buying a coffee#	430
drinking coffee	405
fresh hot coffee	384
fresh hot coffee	384
big cup# of coffee	392
grinding coffee	383
coffee	687
just made #some coffee	478
late night coffee	335
relaxing with some coffee	459
#ready for some coffee#	655
coffee time	653
i still remember everything from the day he was born the smell of his perfect hair his tiny fingers happy birthday my sweet son we miss you	1389
ready for coffee	691
fresh pot# of coffee	528
pouring out some coffee	399
okay having some#coffee	453
time for a coffee break	519
bought more coffee	588
out of coffee	546
out for# coffee	328
making a little coffee	558
perfect cup of coffee	504
hot cup #of coffee	423
need coffee	631
coffee#break	232
making coffee	489
found some coffee	540
fresh cup of coffee	425
coffee time	722
here for the coffee	898
coffee is#getting cold	385
sipping coffee	432
made some coffee	402
spilt coffee	343
got some coffee	402
thinking about coffee	1438
a#lot of #coffee                                                                    #	916
pouring coffee	342
a cup of coffee	333
#drinking coffee	360
I can't take this much longer.	950
here for coffee	552
finished a coffee	563
sometimes RT @ChickenDistress: @coffee_dad hi what do you think of the pokemon Koffing? thanks	260
need a coffee	633
found# coffee	362
looking for coffee	559
have a #coffee	405
another coffee	522
hot coffee	393
holding coffee	568
ordering a coffee	454
# coffee time	456
coffee	637
out #for coffee	494
drinking some coffee	732
looking for coffee	626
#stirring coffee	452
cleaning coffee cups	480
perfect day for coffee	1013
making some# coffee	579
having coffee	1303
putting on some coffee	1128
I'll never forget the last thing he said. I'll never forgive myself.	1468
more # coffee okay?	709
getting coffee	899
lost my coffee	1269
pouring #coffee	770
coffee is too hot	959
dropped my coffee	994
tall cup #of coffee	907
no RT @AdamYoungIsMine: @coffee_dad you should listen to the song "Cold coffee" by Ed Sheeran	430
looking at coffee	1322
cleaning coffee# cups	522
sipping #coffee	881
making coffee	843
drinking coffee	1152
coffee	1348
got some coffee	1396
#offee time	374
making coffee	861
look                                                               coffee	1597
sometimes RT @davidstassen: @coffee_dad coffee gadgets?	49
pour some coffee #out for me	581
holding two coffees	1142
holding two# coffees	591
spilt a little coffee	1061
holding a cup# of coffee	712
made some coffee	827
coffee is too hot	811
okay coffee	910
slowly siping cof#fee	846
holding a coffee	795
#making coffee#	565
a lot of coffee	894
hot cup of coffee	706
and coffee	484
tall cup of coffee	470
drinking a cup #of #coffee	697
looking #at coffee	736
sometimes RT @ruhee_: @D_Morier ahem: @coffee_dad	31
taking out coffee	305
making more coffee	675
sipping coffee	620
trying coffee#	287
#coffee time#	589
drinking my coffee	829
holding a coffee	590
quickly sipping coffee	789
cleaning coffee cups	424
getting a coffee	470
out for coffee	435
making some coffee	412
looking #at coffee	582
coffee is cold	391
make                     coffee	643
buying coffee	395
putting on# coffee	274
#drinking coffee	402
do you know what my son is being for halloween? a ghost  because he decided to drink and drive.	4423
making some coffee	584
going to get coffee	552
having coffee	620
more coffee	591
#I don't like keurig coffee	415
setting a coffee down	468
stirring a coffee	604
ordering cof#fee	465
i don't think so RT @davidstassen: @nathanrabin Do you like lattes? cc: @coffee_dad	84
pouring some coffee	570
lost my# coffee	549
hot coffee	490
putting coffee on	393
picking up coffee	371
buying coffee cups	387
now coffee	456
holding coffee#	428
coffee	746
finishing up some coffee	562
quick cup of coffee	658
made coffee	585
#making some coffee	448
putting on coffee	452
found coffee	604
some more coffee	570
getting coffee	548
coffee	767
slowly pouring coffee	1016
looking at coffee#	612
washing coffee cups	567
cleaning up coffee	485
sometimes RT @beardedaxe: @coffee_dad what do you do for a living?	425
fresh # coffee	348
drinking coffee	844
visiting my son's grave. how could I have let this happen?	2314
time for coffee	989
coffee#	389
having a coffee	622
fresh pot of coffee	607
drunking coffee	530
making coffee	538
#picking coffee	153
holding coffee	457
ordering a coffee	309
slowly sipping coffee	665
two cups of coffee	373
putting coffee on#	150
pouring coffee	242
here is the coffee	466
here for coffee	260
picking up coffee	148
#coffee time	224
stirring some coffee	246
sipping coffee	207
hot cup of coffee	234
drinking my coffee	364
just made coffee	309
brewing some coffee	238
a cup of coffee	155
holding a coffee	242
putting on coffee	129
pouring a little coffee	180
sometimes RT @tgijsola: @coffee_dad do you sort them by color or by fondness?	85
organizing coffee cups	319
making some coffee#	112
lost my coffee	438
#drinking my coffee	134
sitting with coffee	192
buying some coffee	126
got coffee	177
having a fresh cup of coffee	235
found coffee	155
having# coffee#	285
made coffee	119
half cup of coffee	121
#making coffee	81
drinking coffee	123
out for coffee	114
sharing coffee	115
quickly sipping coffee	261
quickly sipping coffee	261
more coffee	125
stirring coffee	116
getting some coffee	102
time for coffee	195
drinking coffee	253
sometimes RT @EricFyfe: @coffee_dad Have you ever had fair trade coffee before?	39
making coffee         #	191
today would have been another birthday for my sweet angel please always watch for motorcycles	609
pouring coffee	110
putting on coffee	95
looking for coffee	162
tall cup of coffee	109
some coffee	99
putting on a pot of coffee	140
coffee is getting cold	150
#fresh coffee#	158
sometimes RT @_homing: @coffee_dad everything is coffee and nothing hurts	114
drinking some coffee	152
I'm making coffee	121
about to drink coffee	140
having coffee	110
cleaning coffee cups	105
dwinking coffee	300
#coffee time	97
thinking about coffee	432
getting coffee	79
pouring some coffee	97
fresh coffee	78
making coffee	67
COFFEE	355
stirring coffee	72
having coffee	78
putting coffee on	75
sipping coffee	118
putting on some coffee	75
morning coffee           #	155
she sounds pretty RT @davidstassen: @coffee_dad my wife drinks Teecino  caffeine-free herbal coffee.  Any interest?	86
about to make coffee	91
having another coffee	99
hahawhat? RT @haha_what: @coffee_dad hey cool you got 10k followers dude	18
having some coffee	73
got coffee	97
going to get coffee	75
#drinking coffee	65
about to drink coffee	117
stirring coffee#	81
#coffee	82
sadly drinking coffee from my #1 DAD coffee mug. I miss him.	671
need to have some coffee	140
making some coffee	76
drinking coffee	87
looking for coffee	97
no RT @gunface1: Hey @coffee_dad do you ever make coffee with a Keurig?	38
pouring some coffee	79
putting on a pot of coffee	77
another coffee	64
#making coffee	57
having a coffee	85
about to have coffee	77
drinking some coffee	75
found some coffee	120
looking for some coffee	110
need some more coffee	111
finally got coffee #	76
have to get coffee	73
drinking a cup of coffee	68
I'm having coffee	97
having coffee	68
time for coffee	109
making# coffee	50
#coffee	92
having a coffee for me	115
tall cup of coffee	57
making a cup of coffee	57
got myself coffee	73
out getting coffee	59
hot cup of coffee	55
good morning coffee	107
needs coffee	99
sometimes RT @robdelaney: @coffee_dad Have you read the Aubrey/Maturin novels by Patrick O'Brian? Lot of great coffee in those books.	30
have a coffee	78
stirring my coffee	74
ready for coffee	320
drinking coffee#	45
pouring# coffee	43
making coffee RT @swany3434: @coffee_dad any plans for the night?	84
having coffee	47
finishing some coffee	51
slowly sipping my coffee	134
got coffee	67
heading out for coffee	60
drinking my coffee	59
holding a coffee	67
fresh #pot of coffee	67
putting on coffee	32
making coffee	41
#hot cup of# coffee	91
pouring coffee #	36
having a cup of coffee	64
drinking a coffee	55
looking at coffee	126
making some coffee	53
putting on a pot of coffee	47
sometimes RT @Poringez: @coffee_dad coffee dad  it's late! You won't be able to sleep	45
#drinking #coffee	51
spilled coffee	122
tall cup of coffee	56
having another cup of coffee	80
having a cup of coffee	70
cleaning coffee cups	52
picked up some coffee	86
driving down the road where my son lost his life and i lost everything	911
slowly sipping coffee	110
I don't like iced coffee	345
trying an iced coffee	330
pouring my# coffee	54
ready for coffee	77
buying coffee	40
need to buy some coffee	59
MAKING COFFEE	170
another coffee	42
ready for coffee	80
finished some coffee	48
just had a coffee	70
pouring some coffee	43
drinking some coffee	55
making some coffee	35
a little coffee left	57
having some coffee	31
coffee time	61
maybe making coffee	62
coffee RT @SportsDumpster: @coffee_dad plans this evening?	62
drinking coffee	30
about to drink coffee	58
pouring coffee	35
making a little coffee	47
getting ready for coffee	58
looking at coffee	104
grabbing a coffee	51
make coffee	32
drink coffee	46
#another coffee	42
diner coffee	33
got some coffee	29
going to get coffee	41
making coffee for myself	49
stirring coffee	41
washing coffee cups	66
putting on coffee	41
#making coffee	38
more coffee	50
# coffee	61
drinking coffee	50
out for coffee	39
putting on a pot of coffee	43
Trying to make some coffee	40
having coffee	55
pouring coffee RT @CrazyPandulic: I wonder what @coffee_dad is doing right now	29
drinking some coffee	62
strong#cup of coffee	55
pour a little coffee out	81
making a fresh pot of coffee	42
making a cup of coffee	34
making coffee	47
# drinking coffee	53
so much coffee	122
a little coffee left	50
going to make coffee	51
ordering coffee	50
holding a coffee	95
drinking coffee #	69
trying to make some coffee	48
looking at coffee	99
warming up some coffee	43
coffee is too hot	87
buying coffee	40
quick cup of coffee	64
one cup of coffee	36
slowly drinking coffee	87
a perfect day for coffee	169
pouring a cup of coffee	39
having a fresh cup of coffee	71
making one more coffee	54
making one coffee	53
grabbing a coffee	44
a little coffee	52
thinking about coffee	170
#having coffee	64
got coffee	49
want more coffee	83
new coffee	48
old coffee	56
getting ready to make coffee#	52
pouring a hot cup of coffee	55
drinking coffee	53
drinking coffee with my son's widow  just as beautiful as the day he married her	519
drinking coffee that I made	88
making more coffee	50
getting a coffee	60
getting a coffee	60
heading out for coffee	55
another coffee	42
I'm doing coffee	112
Yes RT @AmandaLSwanson: @coffee_dad have you ever used a Keurig coffee machine?	12
having coffee	38
I'm going to have coffee	54
#making coffee#	43
I don't know what you mean RT @kellanbc: .@coffee_dad enters the battlefield CC: @teammeehan http://t.co/ZOjpkgth	423
drinking more coffee	43
having another coffee	49
pouring some coffee	46
putting on a pot of coffee	37
making some coffee	43
Sometimes RT @KyleUnwin: @coffee_dad i just made the best cup of coffe i've ever had. When did you make your best cup of coffee?	61
drinking a coffee	46
heating up some coffee	46
need some coffee	52
coffee	93
getting some coffee	58
need to get coffee	78
I'm drinking a coffee	50
making a fresh pot of coffee	51
drinking some coffee	45
having a coffee	49
pouring coffee	51
making coffee	51
Yes RT @quartertonality: @coffee_dad Do you have difficulty sleeping?	47
having a cup of coffee	41
slowly sipping coffee	85
stirring some coffee	45
having a coffee	63
drinking coffee	65
going to get coffee	49
getting more coffee	70
grabbing a coffee	70
Sometimes RT @thefuckyears: @coffee_dad do you grind your own beans?	11
I get more RT @dsala: @coffee_dad what happens when you run out of coffee?	50
organizing coffee cups	111
No RT @JSack_Dude: @coffee_dad When you're feeling wild do you ever put Irish creme or whiskey in your coffee? #coffee	23
Making coffee RT @ShitGermansSay: What are you doing tonight  @coffee_dad?	29
need to get coffee	63
having# some# coffee#	139
fresh pot of coffee	45
cleaning my coffee pot	59
Not really RT @samanfraaa: @coffee_dad do you ever get tired of drinking coffee?	31
drinking some coffee	75
having a cup of coffee	74
#drinking #coffee	50
Sometimes RT @Brandon_Warne: @coffee_dad does coffee keep you awake at night?	9
making coffee	55
I'm about to make coffee	66
It's alright RT @m_glocks: @coffee_dad  How do you feel about flavored coffee?	4
having coffee	39
finishing a coffee	37
drinking my coffee	49
pouring coffee	46
strong cup of coffee	51
It's okay RT @Jordan_E_Lopez: @coffee_dad what is your opinion on putting an ice cube in a hot cup of coffee?	8
coffee	80
late night cup of coffee	36
ready for some coffee	50
Sometimes RT @scfose: @coffee_dad do you like your coffee black?	3
making a nice pot of coffee	35
found some cool coffee cups	47
having a quick cup of coffee	38
drinking# coffee#	67
making a cup of coffee	14
picking some coffee	13
heading out to get some more coffee	24
I'm almost out of coffee	33
RT @jaydestro: Hope @coffee_dad is having a fresh cup.	7
washing a coffee cup	39
Sometimes RT @CayseaC: @coffee_dad do you put any sugar in your #coffee?	2
drinking coffee	24
pouring some coffee	15
drinking a cup of coffee	27
made myself #some #coffee#	41
making some fresh coffee	22
some days harder than others  having a coffee in remembrance of my late son.	338
I'm making coffee now RT @sprotster: @coffee_dad you making coffee later?	17
cleaning some coffee cups	19
making a fresh pot of coffee	19
making a cup of coffee	18
finishing a cup of coffee	18
I'm making some coffee RT @JohnnyDrinky: I'm bored. I wonder what @coffee_dad is doing?	13
I'm drinking coffee right now	31
I'm going to drink some coffee	25
They are okay RT @bella_seoul: @coffee_dad how do you feel about baristas?	2
ready for coffee	42
getting coffee	22
have to get coffee	32
almost out of coffee	32
making some fresh coffee	27
making a tall cup of coffee	15
"spilt" is a word RT @95_ushaa: @coffee_dad spilled.. Spilt isn't a word wake up.. Quit drinking decaf and have some caffeine	3
drinking a little coffee	27
having another cup of coffee	19
pouring a cup of coffee	19
bought some new coffee cups	20
buying some new coffee cups	35
Sometimes RT @FaRTJeTpAcK: @coffee_dad Do you ever drink coffee before going to bed	6
just drinking a coffee	18
having a tall cup of coffee	16
drinking a cup of coffee	11
getting ready for some coffee	18
stirring my coffee	34
getting coffee	13
making some more coffee	16
Thank you RT @ricque11: @coffee_dad Keurig capsules don't recycle or degrade readily.	7
pouring some coffee	17
having a cup of coffee	24
#drinking a cup of coffee#	19
pouring a cup of coffee	10
Sometimes RT @jonnytizz @atcaseymorse: @coffee_dad do you use sugar or cream in your coffee?	8
starting to drink coffee	27
making# #coffee	18
rinsing out my coffee pot	42
No RT @ramtower: @coffee_dad Mind if I ask what kind?	5
Yes  but I am making more RT @balcaen: @coffee_dad are you sad about spilling your coffee?	13
spilt some coffee	41
I don't like it RT @Tobiscuits: @coffee_dad what is your opinion on tea?	22
Yes RT @3x1minus1: @coffee_dad TIME TO MAKE MORE AMIRITE	6
finishing up a cup of coffee	19
making some more coffee	25
Good RT @cscomics: @coffee_dad hows your coffee?	11
drinking some coffee	14
making a fresh pot of coffee	23
drinking coffee http://t.co/6XJgi2oD	21
drinking coffee	22
about to drink# some coffee#	46
made some coffee	19
starting to make some coffee	25
I'm almost done with a cup of coffee	48
I'm drinking coffee	53
just got some coffee	22
getting more coffee	26
need to get more coffee	24
finishing up a cup of coffee	16
had a coffee http://t.co/QE84ti8q	35
pouring a coffee	22
making coffee	10
getting coffee soon	11
#drinking some #fresh coffee# that# I #made	118
making some fresh coffee	10
having#some #coffee	20
#going to get some coffee	14
getting some coffee	7
I'm drinking some coffee	12
I'm about to drink some coffee	14
pouring a fresh cup of coffee	13
almost finished with my coffee	21
I'm making coffee	11
I'm going to make coffee soon	18
yes RT @StephanScoop: Have you tried Tim Horton's Coffee? @coffee_dad	1
black RT @KenzoShibata: @coffee_dad What kind of coffee is it?	4
I'm finishing up some coffee	13
I'm having a cup of coffee	14
making my coffee	9
making a fresh pot of coffee	10
drinking some coffee	7
I'm drinking coffee	10
getting ready to drink some coffee	20
drinking a cup of coffee	12
having a cup of coffee	13
finishing a cup of coffee	8
pouring a fresh cup of coffee	19
just got some more coffee	8
on my way to get some coffee	15
need more coffee	19
drinking my coffee	10
getting ready to drink some coffee	8
drinking some coffee	14
need to buy more coffee	19
making myself some coffee	15
finishing some coffee	16
pouring my coffee	13
drinking some coffee	12
drinking a coffee	11
I think there's one in the attic RT @Four_Lococo: @coffee_dad do you have a kerig? (sp)	1
I've tried coffee mate RT @SlophieYoung: @coffee_dad what's your feelings on Coffee mate?? A disgrace if you ask me	3
getting ready to make coffee	13
going to get coffee	11
drinking a cup of coffee I made	22
making a cup of coffee to drink	17
drinking a cup coffee	13
having a cup of coffee	12
just making a pot coffee	20
my pouring coffee	19
pouring my coffee	13
drinking my coffee	19
only if you use it RT @Real_EP: @coffee_dad Do you think less of me for having a Keurig?	10
making some coffee	18
getting more coffee	22
@spergers @TekJansen2412 drinking coffee	2
need some coffee	29
#drinking coffee#	18
making a fresh pot of coffee	13
drinking coffee	11
My coffee is too hot  ouch!	86
My coffee is too hot  ouch!	86
drinking two coffees	49
making coffee	23
about to make some coffee	28
looking for my coffee	25
I think decaf is fine RT @cdeezey: @coffee_dad What do you think about decaf?	1
getting ready to drink some coffee	22
a cup of coffee after church	52
a cup of coffee before church	52
making some coffee	18
buying coffee	14
This coffee is good RT @Sloth_Bhutto: @coffee_dad is the coffee good	7
drinking coffee @luciferiano_	2
slowly sipping coffee	26
drinking some fresh coffee	13
drinking my cup of coffee	13
just making a cup of coffee	14
just drinking some coffee	13
making myself a cup of coffee	11
pouring some coffee#	11
having a hot cup of coffee	19
tall cup of coffee	17
getting coffee	13
need some coffee	19
having a little bit of coffee	21
getting cofffee	12
just drinking some coffee	17
getting ready for coffee	22
I don't know RT @LuckyStubbs: @coffee_dad what would you do if coffee was extinct?	12
on my way to get some coffee	21
having a coffee	19
sipping a perfect cup of coffee	27
drinking some coffee	18
on my way to get coffee	14
trying to get some coffee	17
need some coffee	21
okay having some coffee	23
ready for coffee	18
@cmikev I'm drinking it	2
drinking fresh coffee	18
preparing some coffee	19
@lewwatt On a scale of 1-10 coffee is 10 and tea isn't on it.	16
@DONGLORD69 @Starbucks @DunkinDonuts I love almost all coffee	6
Yes RT @faillord_adam: @coffee_dad Do you like Nescafe?	2
getting ready for some coffee	22
getting coffee	18
need some more coffee	23
drinking coffee	32
great day for hot coffee	30
having coffee	21
making coffee	29
Thank you. RT @jamevallyo: @coffee_dad i love you. for real.	2
Can I say brands on here? RT @shaneblay: @coffee_dad what brand	7
getting ready to have some coffee	20
#having #coffee#	33
Yes RT @LuckyStubbs: @coffee_dad do you like 'cappuccino'	2
I have coffee with milk and sugar sometimes. RT @lukeosullivan: @coffee_dad Do you take milk and sugar or anything else in your coffee?	6
finishing a cup of coffee	19
having a cup of coffee	14
drinking some coffee	18
Yes RT @BartellAnn: @coffee_dad So..... You like coffee??	2
making a pot of coffee	11
This is too hard. RT @jamieh3011: @coffee_dad What is your favourite beverage apart from coffee?	10
drinking coffee	28
choosing a coffee cup	23
finishing some coffee	19
one more cup of coffee	24
@u_mad_sen have a perfect cup of coffee	0
late night cup of hot coffee	18
@cinchel one more cup of coffee	3
making myself some coffee	15
pouring a hot cup of coffee	20
smooth cup of coffee	37
getting ready to drink some coffee	36
having a cup of coffee	16
slowly drinking coffee	23
drinking coffee#	22
love some coffee	22
@markgougeon No	0
@TekJansen2412 I didn't like it	4
trying an iced coffee	23
getting coffee	17
going to get some coffee	12
pouring a fresh cup of coffee	11
night cap cup of coffee	15
No tea for me @lukeosullivan  I'm more of a coffee guy.	11
washing some coffee cups	17
Happy Birthday @HeyItsKamo  have a cup of coffee.	4
one more cup coffee?	15
just pouring some freshly made coffee	14
pouring another cup of coffee	11
doubling up on this coffee	14
just having a cup of coffee	14
strong cup of coffee	15
another cup of coffee	9
It's never to late  @Dr_Internet.	4
having a friend over for coffee	12
getting ready for some coffee	9
having some coffee	8
need more coffee	13
having coffee	12
drinking coffee	20
making a fresh pot of coffee	12
making a little coffee	10
a fresh pot of coffee	9
on my way to get coffee	40
pouring a perfect cup of coffee	20
having some coffee	10
good morning coffee	14
having a nice cup of coffee	11
coffee#	16
pouring coffee	12
making coffee	9
last cup of coffee	13
one more cup of coffee	9
having a late night cup of coffee	13
fresh pot of coffee	10
@Dr_Internet I love almost every coffee and my children the same.	17
drinking some coffee	11
fresh cup of coffee	12
having coffee	10
trying to get more coffee	12
pouring a fresh cup of coffee	19
making coffee	12
getting some coffee soon	15
drinking coffee	19
mm coffee	31
getting a coffee	14
drinking some coffee	21
going to get coffee	14
need coffee	15
man  the coffee	66
fresh cup of coffee	19
pouring coffee	25
the coffee is cold	32
#coffee	33
trying to get coffee	25
getting more coffee	25
need more coffee	33
going to get some coffee	25
on my way to get some coffee	33
getting coffee soon	34
getting coffee	156
getting coffee	156
