INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS "A COMPLETE FRAUD!"  @OANN	13996
mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!	12495
Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......	15768
A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.	19378
The "Unaffordable" Care Act will soon be history!	27514
have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!	12564
What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....	11829
released by "Intelligence" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!	11172
Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...	11679
It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....	16458
All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!	15828
Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!	18907
.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!	34534
Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine	20997
James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!	16996
We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on	28425
Intelligence agencies should never have allowed this fake news to "leak" into the public. One last shot at me.Are we living in Nazi Germany?	31576
I win an election easily, a great "movement" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!	28552
Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!	23271
Russia just said the unverified report paid for by political opponents is "A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE." Very unfair!	17645
'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews 
https://t.co/d6daCFZHNh	15193
RT @MichaelCohen212: I have never been to Prague in my life. #fakenews https://t.co/CMil9Rha3D	10984
FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!	29950
'Trump Helps Lift Small Business Confidence to 12-Yr. High'
https://t.co/MhbABREhzt https://t.co/CWAvJ4fRdx	10237
'Small business optimism soars after Trump election' https://t.co/WjBaTp824U	11697
'U.S. Small-Business Optimism Index Surges by Most Since 1980'
https://t.co/X22x1BttdG	11155
An old picture with Nancy and Ronald Reagan. https://t.co/8kvQ1PzPAf	24533
Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!	23691
It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...	23649
"groveling" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!	16394
Hillary flunky who lost big. For the 100th time, I never "mocked" a disabled reporter (would never do that) but simply showed him.......	21832
Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....	38569
Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!	7280
Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!	19438
Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!	20877
Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!	18228
"@KellyannePolls: Welcome to President and Mrs. Bush.  
https://t.co/I1K4nj1gVu" Very nice!	5414
I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!	17638
Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp; star	12287
both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!	16717
have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....	19037
Having a good relationship with Russia is a good thing, not a bad thing. Only "stupid" people, or fools, would think that it is bad! We.....	30068
Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!	20193
Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!	18656
Gross negligence by the Democratic National Committee allowed hacking to take place.The Republican National Committee had strong defense!	16705
Happy Birthday @EricTrump!
https://t.co/bJaEY7qFSn	7804
Monitoring the terrible situation in Florida. Just spoke to Governor Scott. Thoughts and prayers for all. Stay safe!	22770
I am asking the chairs of the House and Senate committees to investigate top secret intelligence shared with NBC prior to me seeing it.	26409
Anna Wintour came to my office at Trump Tower to ask me to meet with the editors of Conde Nast &amp; Steven Newhouse, a friend. Will go this AM.	6561
being a movie star-and that was season 1 compared to season 14. Now compare him to my season 1. But who cares, he supported Kasich &amp; Hillary	8983
Wow, the ratings are in and Arnold Schwarzenegger got "swamped" (or destroyed) by comparison to the ratings machine, DJT. So much for....	9484
Hopefully, all supporters, and those who want to MAKE AMERICA GREAT AGAIN, will go to D.C. on January 20th. It will be a GREAT SHOW!	14624
and knew they were in big trouble - which is why they cancelled their big fireworks at the last minute.THEY SAW A MOVEMENT LIKE NEVER BEFORE	8366
Hillary and the Dems were never going to beat the PASSION of my voters. They saw what was happening in the last two weeks before the......	10701
The dishonest media does not report that any money spent on building the Great Wall (for sake of speed), will be paid back by Mexico later!	19474
So how and why are they so sure about hacking if they never even requested an examination of the computer servers? What is going on?	21125
The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......	19095
How did NBC get "an exclusive look into the top secret report he (Obama) was presented?" Who gave them this report and why? Politics!	21016
Toyota Motor said will build a new plant in Baja, Mexico, to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.	33076
to make up their own minds as to the truth. The media lies to make it look like I am against "Intelligence" when in fact I am a big fan!	15619
The dishonest media likes saying that I am in Agreement with Julian Assange - wrong. I simply state what he states, it is for the people....	16623
...time for Republicans &amp; Democrats to get together and come up with a healthcare plan that really works - much less expensive &amp; FAR BETTER!	16861
...do the typical political thing and BLAME. The fact is ObamaCare was a lie from the beginning."Keep you doctor, keep your plan!" It is....	12480
The Democrats, lead by head clown Chuck Schumer, know how bad ObamaCare is and what a mess they are in. Instead of working to fix it, they..	13329
Jackie Evancho's album sales have skyrocketed after announcing her Inauguration performance.Some people just don't understand the "Movement"	17429
massive increases of ObamaCare will take place this year and Dems are to blame for the mess. It will fall of its own weight - be careful!	13824
like the 116% hike in Arizona. Also, deductibles are so high that it is practically useless. Don't let the Schumer clowns out of this web...	11405
Republicans must be careful in that the Dems own the failed ObamaCare disaster, with its poor coverage and massive premium increases......	11331
things they did and said (like giving the questions to the debate to H). A total double standard! Media, as usual, gave them a pass.	10961
Somebody hacked the DNC but why did they not have "hacking defense" like the RNC has and why have they not responded to the terrible......	10468
Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow	20026
Julian Assange said "a 14 year old could have hacked Podesta" - why was DNC so careless? Also said Russians did not give him the info!	18497
The "Intelligence" briefing on so-called "Russian hacking" was delayed until Friday, perhaps more time needed to build a case. Very strange!	24061
I will be having a general news conference on JANUARY ELEVENTH in N.Y.C. Thank you.	14973
"Trump is already delivering the jobs he promised America" https://t.co/11spTMa6Tm	14300
There should be no further releases from Gitmo. These are extremely dangerous people and should not be allowed back onto the battlefield.	21001
Instead of driving jobs and wealth away, AMERICA will become the world's great magnet for INNOVATION &amp; JOB CREATION.
https://t.co/siXrptsOrt	12925
"@DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies"
https://t.co/137nUo03Gl	15942
........may be, their number one act and priority. Focus on tax reform, healthcare and so many other things of far greater importance! #DTS	9739
With all that Congress has to work on, do they really have to make the weakening of the Independent Ethics Watchdog, as unfair as it	11096
The Democrat Governor.of Minnesota said "The Affordable Care Act (ObamaCare) is no longer affordable!" - And, it is lousy healthcare.	12840
People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it "CRAZY"	14728
General Motors is sending Mexican made model of Chevy Cruze to U.S. car dealers-tax free across border. Make in U.S.A.or pay big border tax!	19284
China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!	17878
North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!	26748
I thought and felt I would win big, easily over the fabled 270 (306). When they cancelled fireworks, they knew, and so did I.	13751
Various media outlets and pundits say that I thought I was going to lose the election. Wrong, it all came together in the last week and.....	9240
@CNN just released a book called "Unprecedented" which explores the 2016 race &amp; victory. Hope it does well but used worst cover photo of me!	3988
Chicago murder rate is record setting - 4,331 shooting victims with 762 murders in 2016. If Mayor can't do it he must ask for Federal help!	17737
Well, the New Year begins. We will, together, MAKE AMERICA GREAT AGAIN!	30037
RT @DonaldJTrumpJr: Happy new year everyone. #newyear #family #vacation #familytime https://t.co/u9fJIKNoZq	6896
RT @realDonaldTrump: Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz	9546
Happy Birthday @DonaldJTrumpJr!
https://t.co/uRxyCD3hBz	9546
Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don't know what to do. Love!	143651
Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!	23373
Great move on delay (by V. Putin) - I always knew he was very smart!	32917
My Administration will follow two simple rules: https://t.co/ZWk0j4H8Qy	11371
'Economists say Trump delivered hope' https://t.co/SjGBgglIuQ	13973
not anymore. The beginning of the end was the horrible Iran deal, and now this (U.N.)! Stay strong Israel, January 20th is fast approaching!	34830
We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend in the U.S., but.......	30430
Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!	32028
The U.S. Consumer Confidence Index for December surged nearly four points to 113.7, THE HIGHEST LEVEL IN MORE THAN 15 YEARS! Thanks Donald!	19320
President Obama campaigned hard (and personally) in the very important swing states, and lost.The voters wanted to MAKE AMERICA GREAT AGAIN!	23385
The DJT Foundation, unlike most foundations, never paid fees, rent, salaries or any expenses. 100% of money goes to wonderful charities!	15326
I gave millions of dollars to DJT Foundation, raised or recieved millions more, ALL of which is given to charity, and media won't report!	17528
The world was gloomy before I won - there was no hope. Now the market is up nearly 10% and Christmas spending is over a trillion dollars!	30390
The United Nations has such great potential but right now it is just a club for people to get together, talk and have a good time. So sad!	22157
President Obama said that he thinks he would have won against me. He should say that but I say NO WAY! - jobs leaving, ISIS, OCare, etc.	22423
Merry Christmas and a very, very, very , very Happy New Year to everyone!	50857
#MerryChristmas https://t.co/5GgDmJrGMS	43080
Happy #Hanukkah https://t.co/UvZwtykV1E	22286
The big loss yesterday for Israel in the United Nations will make it much harder to negotiate peace.Too bad, but we will get it done anyway!	19970
.@NBCNews purposely left out this part of my nuclear qoute: "until such time as the world comes to its senses regarding nukes."  Dishonest!	16796
Vladimir Putin said today about Hillary and Dems: "In my opinion, it is humiliating. One must be able to lose with dignity."  So true!	32110
slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?	18190
The terrorist who killed so many people in Germany said just before crime, "by God's will we will slaughter you pigs, I swear, we will......	19018
As to the U.N., things will be different after Jan. 20th.	34265
my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!	14687
My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...	15641
The so-called "A" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!	31625
Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!	15064
The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes	21421
Someone incorrectly stated that the phrase "DRAIN THE SWAMP" was no longer being used by me. Actually, we will always be trying to DTS.	19623
The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1	10441
I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!	13182
I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!	20580
I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently	12148
Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!	16187
Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!	15764
especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states	9006
Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He "doesn't know much" ...	18960
"@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!"	15554
"@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official." Thank you Franklin!	10502
We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).	59994
Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!	39886
If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!	36799
We should tell China that we don't want the drone they stole back.- let them keep it!	18130
China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.	19569
Mobile, Alabama today at 3:00 P.M. Last rally of the year - "THANK YOU ALABAMA AND THE SOUTH" Biggest of all crowds expected, see you there!	8245
"@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain"  Thank you!	7117
Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!	6431
Well, we all did it, together! I hope the "MOVEMENT" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!	18264
Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?	33917
Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C	5575
If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?	41110
The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!	13886
Thank you to Time Magazine and Financial Times for naming me "Person of the Year" - a great honor!	10801
Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!	8958
.@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9	14192
The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.	14738
Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!	18427
I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.	23359
I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!	10512
Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office.	9752
Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......	12178
I will be making my announcement on the next Secretary of State tomorrow morning.	16832
The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!	29931
The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.	16441
Unless you catch "hackers" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?	15921
Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!	34593
Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!	20104
Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!	5418
Whether I choose him or not for "State"- Rex Tillerson, the Chairman &amp; CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!	12399
I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!	9915
Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!	13185
I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!	5662
October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z	7247
A very interesting read. Unfortunately, so much is true.
https://t.co/ER2BoM765M	12458
Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!	25441
As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!	18813
I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!	11355
.@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for "State".	7225
Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL	5369
THANK YOU IOWA!
#ThankYouTour2016 https://t.co/v6EB2OQMeO	9431
Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: https://t.co/2UTwAg5V87	5914
